order_id,order_date,customer_id,restaurant_id,order_amount,discount_amount
ORD00445,2023-06-04,CUST0351,REST044,616.43,63.83
ORD00446,2023-01-29,CUST0048,REST048,1364.03,404.29
ORD00447,2023-04-19,CUST0331,REST045,1485.39,202.75
ORD00448,2023-08-18,CUST0125,REST012,1407.75,388.3
ORD00449,2023-07-22,CUST0173,REST048,1315.22,60.42
ORD00450,2022-02-12,CUST0339,REST047,463.56,74.6
ORD00451,2023-04-06,CUST0193,REST033,1198.92,129.53
ORD00452,2023-08-09,CUST0420,REST032,255.13,11.05
ORD00453,2023-10-30,CUST0280,REST046,1426.0,272.55
ORD00454,2022-07-12,CUST0494,REST049,205.06,10.73
ORD00455,2022-11-26,CUST0028,REST010,561.06,162.83
ORD00456,2023-09-12,CUST0322,REST036,957.85,287.11
ORD00457,2023-05-03,CUST0079,REST009,1237.48,327.41
ORD00458,2023-05-29,CUST0425,REST021,477.88,52.77
ORD00459,2022-06-04,CUST0426,REST022,338.47,2.13
ORD00460,2022-03-05,CUST0435,REST014,292.87,70.77
ORD00461,2023-04-07,CUST0038,REST005,744.97,32.18
ORD00462,2022-04-16,CUST0246,REST019,276.8,38.19
ORD00463,2022-12-18,CUST0121,REST048,1306.65,278.59
ORD00464,2022-03-28,CUST0486,REST006,1154.25,187.51
ORD00465,2023-06-01,CUST0026,REST036,1342.92,91.45
ORD00466,2023-10-24,CUST0112,REST022,1452.17,175.23
ORD00467,2022-06-26,CUST0322,REST046,678.61,171.04
ORD00468,2022-02-10,CUST0202,REST023,725.49,76.82
ORD00469,2022-09-11,CUST0118,REST034,271.32,76.67
ORD00470,2023-12-26,CUST0230,REST006,838.62,105.95
ORD00471,2023-03-25,CUST0401,REST036,909.04,113.92
ORD00472,2023-03-26,CUST0225,REST010,1025.78,225.71
ORD00473,2023-06-21,CUST0429,REST044,1466.89,195.34
ORD00474,2023-06-20,CUST0224,REST040,550.68,64.17
ORD00475,2023-09-17,CUST0060,REST015,1123.21,122.51
ORD00476,2022-06-12,CUST0249,REST025,416.16,40.7
ORD00477,2023-01-08,CUST0327,REST007,469.34,56.16
ORD00478,2023-01-17,CUST0052,REST043,514.73,111.69
ORD00479,2022-10-17,CUST0207,REST031,215.91,13.34
ORD00480,2023-02-01,CUST0279,REST050,881.92,57.4
ORD00481,2023-02-23,CUST0001,REST015,1322.02,75.74
ORD00482,2022-12-13,CUST0046,REST034,1023.27,59.74
ORD00483,2023-11-27,CUST0303,REST021,1129.38,295.99
ORD00484,2023-09-05,CUST0310,REST021,388.25,76.79
ORD00485,2022-02-23,CUST0153,REST008,209.22,38.84
ORD00486,2023-10-09,CUST0255,REST015,1460.47,394.48
ORD00487,2023-10-25,CUST0104,REST014,184.37,30.32
ORD00488,2022-12-09,CUST0336,REST031,118.38,27.13
ORD00489,2022-03-09,CUST0476,REST046,402.59,49.3
ORD00490,2022-12-04,CUST0182,REST019,1245.92,240.71
ORD00491,2022-04-07,CUST0028,REST035,363.08,23.26
ORD00492,2023-07-26,CUST0112,REST023,246.35,10.45
ORD00493,2023-11-26,CUST0228,REST001,392.13,12.78
ORD00494,2023-01-31,CUST0281,REST007,926.73,181.33
ORD00495,2022-10-18,CUST0310,REST017,838.7,75.56
ORD00496,2022-09-16,CUST0237,REST035,1301.84,325.29
ORD00497,2023-11-04,CUST0329,REST035,1164.68,270.64
ORD00498,2023-09-10,CUST0358,REST036,536.56,100.38
ORD00499,2022-06-03,CUST0058,REST036,735.63,11.23
ORD00500,2022-12-08,CUST0380,REST037,315.6,20.56
ORD00501,2022-03-25,CUST0111,REST013,806.32,133.45
ORD00502,2023-08-20,CUST0171,REST005,1379.78,64.87
ORD00503,2023-11-11,CUST0415,REST003,406.3,46.84
ORD00504,2022-05-25,CUST0483,REST017,609.1,94.56
ORD00505,2022-12-25,CUST0146,REST012,1465.09,79.25
ORD00506,2022-11-14,CUST0261,REST046,1315.0,174.76
ORD00507,2023-11-03,CUST0352,REST050,818.85,170.48
ORD00508,2023-12-17,CUST0023,REST047,1192.03,138.03
ORD00509,2023-11-10,CUST0083,REST049,363.13,72.66
ORD00510,2023-02-06,CUST0071,REST030,488.97,40.09
ORD00511,2022-05-13,CUST0359,REST038,329.87,73.82
ORD00512,2023-09-02,CUST0361,REST003,530.01,89.58
ORD00513,2023-12-27,CUST0054,REST013,1317.76,61.61
ORD00514,2022-03-28,CUST0306,REST031,1007.74,121.5
ORD00515,2022-11-14,CUST0094,REST016,306.21,71.82
ORD00516,2023-07-27,CUST0466,REST020,1326.67,78.73
ORD00517,2023-01-21,CUST0197,REST019,1143.04,141.04
ORD00518,2023-10-21,CUST0229,REST049,436.79,61.4
ORD00519,2022-12-03,CUST0391,REST028,1351.74,352.01
ORD00520,2022-05-11,CUST0359,REST030,361.84,14.17
ORD00521,2023-11-18,CUST0054,REST014,140.02,39.12
ORD00522,2023-12-21,CUST0208,REST026,1026.64,97.39
ORD00523,2023-12-03,CUST0464,REST047,733.7,205.37
ORD00524,2023-06-24,CUST0419,REST044,471.81,86.67
ORD00525,2022-04-06,CUST0295,REST007,1397.7,308.33
ORD00526,2023-10-24,CUST0387,REST016,217.69,57.2
ORD00527,2023-11-18,CUST0226,REST027,704.06,142.82
ORD00528,2023-03-10,CUST0330,REST008,310.87,73.39
ORD00529,2023-06-05,CUST0479,REST006,803.07,20.66
ORD00530,2023-01-06,CUST0068,REST003,811.1,2.11
ORD00531,2022-01-19,CUST0250,REST007,174.42,45.12
ORD00532,2023-01-07,CUST0266,REST044,481.62,7.62
ORD00533,2022-11-13,CUST0025,REST042,236.94,60.6
ORD00534,2022-07-04,CUST0468,REST038,1008.07,94.75
ORD00535,2022-08-08,CUST0420,REST047,1124.8,304.3
ORD00536,2022-12-16,CUST0242,REST015,691.62,42.12
ORD00537,2023-05-13,CUST0255,REST044,511.61,23.11
ORD00538,2022-07-16,CUST0461,REST031,663.77,42.42
ORD00539,2022-08-20,CUST0089,REST039,931.67,234.97
ORD00540,2022-05-21,CUST0290,REST014,841.39,91.61
ORD00541,2022-06-08,CUST0366,REST016,791.06,215.78
ORD00542,2022-03-21,CUST0065,REST045,706.99,123.75
ORD00543,2022-10-30,CUST0194,REST016,1053.62,261.8
ORD00544,2022-04-14,CUST0301,REST050,1004.88,143.22
ORD00545,2023-06-04,CUST0442,REST039,1442.56,304.5
ORD00546,2023-07-07,CUST0253,REST008,407.41,35.41
ORD00547,2023-06-24,CUST0193,REST043,174.39,5.31
ORD00548,2022-02-08,CUST0490,REST033,149.96,25.28
ORD00549,2023-11-09,CUST0458,REST040,472.65,127.73
ORD00550,2022-12-11,CUST0382,REST003,192.19,8.76
ORD00551,2023-09-25,CUST0137,REST008,241.44,30.07
ORD00552,2022-05-15,CUST0482,REST012,417.05,66.6
ORD00553,2023-09-04,CUST0486,REST002,968.31,179.61
ORD00554,2023-01-21,CUST0227,REST014,1102.15,52.33
ORD00555,2022-06-07,CUST0067,REST036,648.67,107.48
ORD00556,2022-06-16,CUST0207,REST022,241.83,34.07
ORD00557,2022-07-05,CUST0351,REST050,1127.49,332.6
ORD00558,2023-12-11,CUST0375,REST047,1331.34,275.57
ORD00559,2023-10-02,CUST0150,REST003,475.57,128.92
ORD00560,2022-06-19,CUST0351,REST018,387.99,113.62
ORD00561,2023-03-25,CUST0431,REST036,1200.02,239.0
ORD00562,2022-02-14,CUST0356,REST025,586.69,25.81
ORD00563,2023-02-25,CUST0468,REST025,503.19,67.16
ORD00564,2023-01-09,CUST0317,REST043,934.84,211.93
ORD00565,2023-11-24,CUST0101,REST044,1127.44,45.86
ORD00566,2022-09-01,CUST0313,REST007,231.94,26.51
ORD00567,2023-03-31,CUST0146,REST005,804.54,91.57
ORD00568,2023-09-18,CUST0173,REST044,1080.66,55.26
ORD00569,2022-10-19,CUST0337,REST010,767.46,4.59
ORD00570,2023-04-05,CUST0491,REST009,527.45,108.88
ORD00571,2022-08-28,CUST0326,REST026,1369.33,336.01
ORD00572,2023-07-01,CUST0480,REST014,434.07,121.23
ORD00573,2022-09-02,CUST0252,REST045,541.16,94.96
ORD00574,2022-11-13,CUST0348,REST030,197.24,10.76
ORD00575,2023-04-26,CUST0162,REST030,362.28,97.16
ORD00576,2022-07-18,CUST0058,REST049,1359.82,395.83
ORD00577,2023-01-12,CUST0177,REST027,298.57,84.79
ORD00578,2023-11-26,CUST0241,REST029,117.83,20.04
ORD00579,2023-08-08,CUST0286,REST021,764.44,203.1
ORD00580,2023-03-28,CUST0334,REST004,567.68,168.23
ORD00581,2023-04-18,CUST0209,REST039,348.52,92.69
ORD00582,2022-10-16,CUST0374,REST034,469.37,9.7
ORD00583,2023-01-27,CUST0421,REST045,207.77,8.41
ORD00584,2023-05-30,CUST0143,REST002,1050.88,94.61
ORD00585,2023-06-25,CUST0424,REST035,1294.33,152.84
ORD00586,2023-03-05,CUST0405,REST035,931.61,41.78
ORD00587,2022-06-15,CUST0262,REST020,1457.36,434.1
ORD00588,2022-07-24,CUST0013,REST030,916.42,217.46
ORD00589,2023-09-12,CUST0073,REST048,783.63,157.25
ORD00590,2022-05-22,CUST0336,REST042,446.51,128.81
ORD00591,2022-09-14,CUST0100,REST008,253.14,24.35
ORD00592,2022-02-23,CUST0376,REST005,1246.5,266.03
ORD00593,2023-10-19,CUST0081,REST042,894.17,254.51
ORD00594,2023-05-08,CUST0144,REST033,1486.58,37.05
ORD00595,2023-01-16,CUST0126,REST023,1269.5,229.58
ORD00596,2023-07-22,CUST0420,REST048,835.38,200.32
ORD00597,2022-04-16,CUST0346,REST030,334.23,1.6
ORD00598,2023-12-30,CUST0148,REST001,305.22,81.59
ORD00599,2023-06-13,CUST0377,REST049,231.47,29.01
ORD00600,2022-05-08,CUST0017,REST033,526.44,26.7
ORD00601,2022-10-19,CUST0408,REST048,1130.66,288.74
ORD00602,2022-03-27,CUST0052,REST017,733.66,42.26
ORD00603,2022-06-14,CUST0435,REST037,1128.74,94.9
ORD00604,2022-10-07,CUST0370,REST037,1485.71,231.96
ORD00605,2023-04-06,CUST0433,REST048,460.28,126.47
ORD00606,2023-06-10,CUST0372,REST029,781.09,114.73
ORD00607,2022-05-31,CUST0281,REST011,610.01,165.77
ORD00608,2023-03-24,CUST0119,REST003,118.99,1.86
ORD00609,2022-04-04,CUST0393,REST033,593.68,42.53
ORD00610,2022-08-16,CUST0400,REST017,1094.22,100.66
ORD00611,2023-04-07,CUST0144,REST003,1347.92,181.54
ORD00612,2022-12-24,CUST0333,REST004,1184.34,153.83
ORD00613,2022-01-28,CUST0464,REST048,1299.74,15.77
ORD00614,2023-03-01,CUST0194,REST020,1363.03,306.68
ORD00615,2022-02-24,CUST0479,REST020,934.04,212.9
ORD00616,2023-02-10,CUST0488,REST009,257.87,35.44
ORD00617,2023-05-30,CUST0157,REST049,1060.1,25.52
ORD00618,2023-01-18,CUST0277,REST044,1119.5,185.15
ORD00619,2022-08-30,CUST0007,REST005,129.02,5.06
ORD00620,2023-01-31,CUST0126,REST043,1470.09,431.43
ORD00621,2022-03-25,CUST0311,REST009,1298.77,243.2
ORD00622,2023-01-19,CUST0391,REST039,1023.11,225.49
ORD00623,2022-08-18,CUST0436,REST015,298.29,1.72
ORD00624,2022-01-29,CUST0415,REST038,796.97,91.02
ORD00625,2022-11-23,CUST0456,REST033,442.11,119.97
ORD00626,2022-04-12,CUST0353,REST007,1137.42,129.67
ORD00627,2023-10-28,CUST0324,REST025,1462.61,15.79
ORD00628,2022-12-10,CUST0378,REST022,603.19,121.59
ORD00629,2022-05-30,CUST0274,REST041,1142.11,238.77
ORD00630,2022-05-21,CUST0302,REST016,371.38,37.39
ORD00631,2022-02-09,CUST0389,REST035,1436.74,346.17
ORD00632,2022-10-21,CUST0483,REST007,994.23,254.61
ORD00633,2023-04-29,CUST0148,REST034,1451.63,341.48
ORD00634,2023-12-14,CUST0089,REST042,1328.0,162.23
ORD00635,2022-05-23,CUST0342,REST026,1050.32,107.8
ORD00636,2023-12-24,CUST0094,REST025,1358.91,384.4
ORD00637,2023-04-26,CUST0087,REST045,728.98,157.27
ORD00638,2023-04-05,CUST0257,REST024,1441.63,238.9
ORD00639,2023-09-23,CUST0189,REST029,837.67,122.84
ORD00640,2022-01-06,CUST0215,REST022,471.43,37.72
ORD00641,2022-03-23,CUST0279,REST038,1050.69,287.9
ORD00642,2022-01-20,CUST0066,REST041,1343.19,370.23
ORD00643,2022-09-20,CUST0292,REST031,647.44,16.47
ORD00644,2022-08-09,CUST0128,REST022,684.21,136.75
ORD00645,2022-06-03,CUST0166,REST022,1491.52,142.57
ORD00646,2023-07-16,CUST0355,REST003,533.05,81.36
ORD00647,2023-09-16,CUST0078,REST018,157.54,5.37
ORD00648,2023-06-25,CUST0077,REST024,828.11,201.42
ORD00649,2023-03-10,CUST0162,REST012,580.58,140.42
ORD00650,2022-04-24,CUST0026,REST035,957.31,30.74
ORD00651,2022-10-23,CUST0467,REST008,706.84,15.78
ORD00652,2022-09-01,CUST0308,REST025,737.04,82.56
ORD00653,2022-11-05,CUST0331,REST032,1455.41,67.24
ORD00654,2022-05-05,CUST0246,REST027,1209.28,290.76
ORD00655,2022-02-18,CUST0287,REST015,503.77,117.71
ORD00656,2022-09-02,CUST0180,REST022,1457.26,377.59
ORD00657,2023-03-06,CUST0393,REST046,798.5,2.31
ORD00658,2023-10-17,CUST0159,REST024,1059.74,4.28
ORD00659,2023-09-30,CUST0110,REST008,752.84,182.26
ORD00660,2023-04-14,CUST0092,REST007,310.32,81.01
ORD00661,2022-03-06,CUST0035,REST046,1453.34,269.21
ORD00662,2022-04-24,CUST0253,REST043,973.31,45.62
ORD00663,2023-05-27,CUST0208,REST027,1030.05,193.48
ORD00664,2023-09-04,CUST0269,REST015,525.1,137.26
ORD00665,2023-07-03,CUST0046,REST003,503.56,69.61
ORD00666,2022-01-17,CUST0111,REST004,1219.7,319.59
ORD00667,2023-10-10,CUST0107,REST003,121.83,28.73
ORD00668,2023-06-12,CUST0166,REST006,157.33,5.0
ORD00669,2023-08-12,CUST0181,REST022,496.22,18.16
ORD00670,2022-09-05,CUST0110,REST005,930.3,196.52
ORD00671,2022-05-28,CUST0377,REST034,174.47,10.44
ORD00672,2022-10-26,CUST0266,REST029,528.15,118.21
ORD00673,2023-03-16,CUST0499,REST013,702.45,17.1
ORD00674,2022-01-02,CUST0412,REST013,1024.35,28.18
ORD00675,2023-09-22,CUST0491,REST005,100.9,28.8
ORD00676,2022-12-28,CUST0005,REST026,452.01,0.52
ORD00677,2022-09-04,CUST0335,REST006,590.31,140.19
ORD00678,2023-08-08,CUST0223,REST034,496.57,34.72
ORD00679,2023-03-03,CUST0453,REST009,1302.61,19.54
ORD00680,2022-07-11,CUST0307,REST010,1031.46,24.57
ORD00681,2023-11-12,CUST0311,REST020,1176.44,113.08
ORD00682,2023-11-16,CUST0480,REST005,317.05,50.35
ORD00683,2022-03-29,CUST0342,REST044,220.4,31.48
ORD00684,2023-06-21,CUST0161,REST015,478.94,28.35
ORD00685,2023-01-05,CUST0458,REST030,1494.28,442.87
ORD00686,2022-03-11,CUST0473,REST023,375.42,68.19
ORD00687,2023-06-23,CUST0193,REST034,919.31,51.32
ORD00688,2023-07-12,CUST0271,REST032,213.01,18.41
ORD00689,2023-06-04,CUST0142,REST014,406.4,82.44
ORD00690,2023-06-04,CUST0456,REST049,762.45,197.86
ORD00691,2023-07-22,CUST0412,REST044,596.49,10.96
ORD00692,2022-01-21,CUST0188,REST010,1236.39,68.59
ORD00693,2023-02-04,CUST0402,REST010,991.86,1.88
ORD00694,2023-04-27,CUST0223,REST038,691.59,36.49
ORD00695,2022-02-14,CUST0022,REST031,1453.67,86.23
ORD00696,2023-10-13,CUST0450,REST044,237.39,10.25
ORD00697,2023-02-01,CUST0097,REST006,465.77,75.73
ORD00698,2023-01-18,CUST0257,REST027,522.83,152.57
ORD00699,2022-09-17,CUST0475,REST001,535.03,112.35
ORD00700,2022-01-17,CUST0084,REST006,889.47,187.55
ORD00701,2023-01-01,CUST0479,REST009,1050.49,23.88
ORD00702,2022-03-11,CUST0269,REST024,551.47,30.95
ORD00703,2022-12-20,CUST0004,REST035,909.43,87.69
ORD00704,2022-09-04,CUST0033,REST044,1056.65,314.45
ORD00705,2023-11-04,CUST0336,REST049,379.31,18.48
ORD00706,2023-10-06,CUST0387,REST031,289.97,55.27
ORD00707,2022-04-17,CUST0433,REST025,876.0,155.66
ORD00708,2023-08-19,CUST0213,REST031,521.49,94.11
ORD00709,2022-12-07,CUST0052,REST049,219.84,33.41
ORD00710,2022-05-17,CUST0269,REST019,893.33,76.49
ORD00711,2022-02-15,CUST0352,REST034,979.65,125.35
ORD00712,2022-12-27,CUST0489,REST035,864.16,213.74
ORD00713,2023-07-14,CUST0388,REST020,626.35,138.19
ORD00714,2022-12-13,CUST0324,REST016,1326.29,211.1
ORD00715,2023-10-21,CUST0470,REST007,711.65,139.81
ORD00716,2022-06-29,CUST0374,REST001,294.05,85.4
ORD00717,2023-12-03,CUST0077,REST006,718.66,54.26
ORD00718,2023-04-21,CUST0230,REST001,538.56,121.87
ORD00719,2023-12-14,CUST0166,REST049,1408.83,27.33
ORD00720,2023-05-06,CUST0044,REST043,1097.64,20.67
ORD00721,2023-10-09,CUST0028,REST011,755.73,78.04
ORD00722,2022-07-06,CUST0398,REST033,698.74,153.63
ORD00723,2022-05-19,CUST0280,REST033,688.71,128.07
ORD00724,2022-03-06,CUST0288,REST022,674.36,165.43
ORD00725,2023-04-14,CUST0114,REST032,138.74,3.33
ORD00726,2022-02-07,CUST0130,REST040,882.47,202.38
ORD00727,2022-10-28,CUST0195,REST010,1440.49,309.46
ORD00728,2022-07-26,CUST0316,REST016,689.29,2.48
ORD00729,2022-02-14,CUST0217,REST024,1158.2,258.6
ORD00730,2022-07-24,CUST0009,REST024,961.29,25.44
ORD00731,2022-02-12,CUST0337,REST002,523.35,92.34
ORD00732,2022-11-20,CUST0268,REST009,439.7,120.87
ORD00733,2022-11-14,CUST0321,REST008,817.09,88.61
ORD00734,2023-06-12,CUST0310,REST036,278.18,56.84
ORD00735,2023-02-12,CUST0378,REST049,860.58,175.09
ORD00736,2023-07-11,CUST0293,REST024,891.8,17.63
ORD00737,2023-04-30,CUST0351,REST043,510.68,40.21
ORD00738,2022-09-17,CUST0037,REST030,1157.47,291.59
ORD00739,2022-02-07,CUST0465,REST011,649.72,87.87
ORD00740,2023-10-25,CUST0054,REST029,664.12,147.87
ORD00741,2022-07-15,CUST0394,REST042,108.33,15.61
ORD00742,2022-10-20,CUST0151,REST003,1230.47,184.46
ORD00743,2023-01-01,CUST0044,REST001,1324.88,303.43
ORD00744,2022-02-18,CUST0383,REST032,744.31,70.0
ORD00745,2023-11-03,CUST0219,REST036,176.08,52.78
ORD00746,2022-12-06,CUST0198,REST049,176.57,10.08
ORD00747,2022-10-07,CUST0331,REST043,1261.85,222.3
ORD00748,2022-05-08,CUST0237,REST037,1009.83,12.94
ORD00749,2023-01-12,CUST0267,REST030,566.88,60.01
ORD00750,2023-03-24,CUST0069,REST028,236.36,32.97
ORD00751,2023-02-14,CUST0196,REST015,506.81,70.19
ORD00752,2023-03-27,CUST0399,REST025,774.06,214.44
ORD00753,2023-01-31,CUST0273,REST025,563.83,143.18
ORD00754,2022-12-14,CUST0481,REST030,185.21,54.02
ORD00755,2022-07-11,CUST0073,REST031,1136.66,158.09
ORD00756,2023-05-24,CUST0339,REST034,1044.18,281.64
ORD00757,2023-12-10,CUST0458,REST041,1135.11,153.98
ORD00758,2023-05-25,CUST0398,REST025,174.23,7.43
ORD00759,2023-01-12,CUST0365,REST036,387.09,87.16
ORD00760,2023-06-16,CUST0187,REST027,301.81,37.99
ORD00761,2022-10-01,CUST0475,REST022,1136.59,8.35
ORD00762,2022-03-26,CUST0277,REST016,793.43,33.19
ORD00763,2023-03-11,CUST0278,REST004,412.96,39.24
ORD00764,2022-03-22,CUST0062,REST045,1045.95,310.57
ORD00765,2023-03-17,CUST0003,REST021,1293.16,245.26
ORD00766,2023-09-09,CUST0299,REST024,521.25,62.46
ORD00767,2022-07-04,CUST0269,REST025,535.25,2.24
ORD00768,2023-07-13,CUST0474,REST047,1484.82,352.51
ORD00769,2022-10-28,CUST0153,REST018,109.03,21.65
ORD00770,2022-11-25,CUST0375,REST035,778.94,40.38
ORD00771,2022-04-16,CUST0452,REST002,1062.88,189.07
ORD00772,2022-03-23,CUST0172,REST015,260.59,14.38
ORD00773,2022-12-02,CUST0207,REST010,100.05,2.85
ORD00774,2023-11-08,CUST0323,REST018,945.31,110.97
ORD00775,2022-10-30,CUST0257,REST012,269.45,12.12
ORD00776,2022-11-10,CUST0081,REST011,235.61,23.84
ORD00777,2023-04-02,CUST0111,REST046,386.01,2.51
ORD00778,2023-09-10,CUST0418,REST017,763.24,89.81
ORD00779,2023-03-13,CUST0098,REST031,1265.82,115.26
ORD00780,2022-06-20,CUST0091,REST043,721.34,206.71
ORD00781,2023-12-08,CUST0400,REST033,177.91,29.32
ORD00782,2023-03-31,CUST0427,REST007,270.54,18.48
ORD00783,2022-12-26,CUST0426,REST015,666.38,97.27
ORD00784,2023-04-03,CUST0467,REST036,1475.77,320.42
ORD00785,2022-02-13,CUST0498,REST048,1248.38,162.11
ORD00786,2022-12-28,CUST0231,REST042,1278.41,363.32
ORD00787,2023-09-22,CUST0275,REST034,865.41,41.49
ORD00788,2023-03-22,CUST0146,REST037,1250.36,363.52
ORD00789,2022-10-09,CUST0034,REST040,1053.85,18.89
ORD00790,2023-10-17,CUST0050,REST040,1303.04,375.84
ORD00791,2022-02-28,CUST0363,REST043,964.02,19.35
ORD00792,2022-03-18,CUST0244,REST032,705.3,68.4
ORD00793,2023-11-19,CUST0166,REST015,990.68,141.68
ORD00794,2023-10-15,CUST0065,REST038,358.73,31.14
ORD00795,2023-02-20,CUST0328,REST034,1245.97,87.9
ORD00796,2023-01-08,CUST0051,REST007,1020.45,288.79
ORD00797,2023-06-10,CUST0310,REST010,339.09,81.75
ORD00798,2023-11-27,CUST0451,REST031,1138.33,142.18
ORD00799,2022-06-13,CUST0159,REST006,865.35,3.37
ORD00800,2022-02-01,CUST0226,REST021,766.62,70.84
ORD00801,2022-05-27,CUST0309,REST050,506.05,24.08
ORD00802,2023-09-15,CUST0153,REST016,1034.55,195.67
ORD00803,2023-11-26,CUST0293,REST011,1442.73,296.07
ORD00804,2023-03-25,CUST0283,REST003,790.15,101.69
ORD00805,2022-02-05,CUST0183,REST001,1034.78,37.83
ORD00806,2022-05-10,CUST0159,REST045,647.66,25.15
ORD00807,2022-03-10,CUST0215,REST018,1076.71,91.06
ORD00808,2022-08-30,CUST0003,REST008,250.27,54.42
ORD00809,2023-10-23,CUST0124,REST042,683.66,165.54
ORD00810,2023-01-11,CUST0111,REST045,694.77,180.1
ORD00811,2023-01-06,CUST0370,REST002,139.16,15.43
ORD00812,2023-01-28,CUST0219,REST004,739.92,215.41
ORD00813,2023-08-04,CUST0421,REST022,889.89,16.85
ORD00814,2022-02-03,CUST0068,REST031,115.43,15.48
ORD00815,2023-09-12,CUST0367,REST007,523.87,65.54
ORD00816,2022-06-07,CUST0439,REST012,1003.15,63.03
ORD00817,2023-11-27,CUST0232,REST013,1350.51,132.16
ORD00818,2023-04-06,CUST0180,REST018,967.83,67.78
ORD00819,2023-01-15,CUST0153,REST018,159.68,41.77
ORD00820,2023-01-16,CUST0276,REST003,1369.88,128.44
ORD00821,2023-03-31,CUST0088,REST044,1447.92,397.77
ORD00822,2022-03-20,CUST0304,REST014,755.07,220.3
ORD00823,2023-08-11,CUST0421,REST008,1112.29,262.55
ORD00824,2022-05-21,CUST0430,REST035,487.67,81.2
ORD00825,2023-06-27,CUST0071,REST026,1474.46,255.33
ORD00826,2023-01-11,CUST0270,REST034,600.85,59.68
ORD00827,2023-02-12,CUST0132,REST036,1298.18,75.7
ORD00828,2022-11-18,CUST0444,REST047,804.49,30.68
ORD00829,2023-10-28,CUST0039,REST022,588.37,56.81
ORD00830,2022-10-13,CUST0038,REST023,1088.71,206.64
ORD00831,2022-09-13,CUST0010,REST043,646.87,188.46
ORD00832,2022-04-27,CUST0254,REST006,187.87,12.9
ORD00833,2022-01-27,CUST0016,REST006,1018.29,181.1
ORD00834,2022-07-10,CUST0291,REST031,592.61,42.14
ORD00835,2023-05-27,CUST0203,REST040,1106.89,272.18
ORD00836,2023-06-15,CUST0296,REST048,575.01,84.28
ORD00837,2023-02-01,CUST0454,REST042,1101.26,155.2
ORD00838,2023-07-30,CUST0276,REST003,1201.38,6.99
ORD00839,2022-05-01,CUST0272,REST006,489.68,75.06
ORD00840,2022-09-26,CUST0500,REST032,1167.65,33.48
ORD00841,2022-09-24,CUST0237,REST044,524.1,117.95
ORD00842,2023-12-22,CUST0388,REST046,651.5,121.88
ORD00843,2023-04-02,CUST0183,REST008,1382.62,33.73
ORD00844,2022-08-08,CUST0112,REST015,1003.19,147.75
ORD00845,2023-09-19,CUST0387,REST023,627.13,113.37
ORD00846,2022-10-20,CUST0367,REST026,760.45,203.25
ORD00847,2023-12-12,CUST0146,REST037,1022.56,293.97
ORD00848,2023-05-18,CUST0233,REST005,906.45,72.34
ORD00849,2022-07-24,CUST0256,REST033,1398.38,188.57
ORD00850,2022-05-06,CUST0199,REST017,1185.56,276.51
ORD00851,2022-05-19,CUST0252,REST007,835.61,198.36
ORD00852,2022-03-17,CUST0332,REST043,281.19,23.3
ORD00853,2023-04-08,CUST0424,REST022,553.71,23.77
ORD00854,2022-06-26,CUST0404,REST021,1437.27,365.54
ORD00855,2024-01-01,CUST0308,REST039,587.33,10.4
ORD00856,2023-04-01,CUST0083,REST013,964.47,71.35
ORD00857,2022-03-31,CUST0258,REST041,665.28,126.35
ORD00858,2023-11-30,CUST0224,REST018,162.9,15.99
ORD00859,2022-11-24,CUST0090,REST026,1292.84,319.91
ORD00860,2023-11-15,CUST0475,REST005,322.85,46.74
ORD00861,2022-12-22,CUST0330,REST019,235.16,10.31
ORD00862,2023-12-28,CUST0484,REST038,248.71,20.35
ORD00863,2022-03-08,CUST0368,REST019,1407.93,135.18
ORD00864,2023-07-18,CUST0242,REST034,766.98,226.71
ORD00865,2023-07-10,CUST0180,REST008,1163.87,211.16
ORD00866,2022-10-25,CUST0110,REST038,1473.86,237.13
ORD00867,2022-11-04,CUST0244,REST022,1231.98,304.6
ORD00868,2022-06-11,CUST0032,REST012,1125.71,218.11
ORD00869,2023-12-30,CUST0185,REST041,431.26,123.91
ORD00870,2023-12-28,CUST0022,REST021,1359.71,243.76
ORD00871,2023-12-19,CUST0104,REST021,343.6,12.41
ORD00872,2023-10-16,CUST0454,REST023,1349.46,296.92
ORD00873,2022-06-28,CUST0181,REST043,1158.14,255.54
ORD00874,2023-01-06,CUST0235,REST040,688.08,40.24
ORD00875,2023-06-05,CUST0228,REST019,190.12,45.56
ORD00876,2022-08-18,CUST0024,REST002,956.67,81.07
ORD00877,2022-05-05,CUST0491,REST008,260.26,61.74
ORD00878,2022-07-25,CUST0163,REST001,1285.52,163.13
ORD00879,2022-05-23,CUST0352,REST041,202.03,49.61
ORD00880,2022-08-31,CUST0261,REST048,1168.69,3.83
ORD00881,2023-05-21,CUST0415,REST005,949.15,74.31
ORD00882,2022-01-27,CUST0418,REST016,1276.95,55.19
ORD00883,2023-01-05,CUST0132,REST050,1392.97,10.57
ORD00884,2023-07-22,CUST0273,REST009,549.62,107.45
ORD00885,2023-08-10,CUST0087,REST004,1078.22,246.6
ORD00886,2023-01-13,CUST0327,REST038,628.68,14.84
ORD00887,2023-04-24,CUST0183,REST034,1484.42,207.05
ORD00888,2023-07-19,CUST0327,REST033,903.29,246.55
ORD00889,2022-05-13,CUST0418,REST046,379.63,16.81
